"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"8.21";"Technologisch";"1";"Beveiliging van netwerkdiensten";"Beveiligingsmechanismen, dienstverleningsniveaus en dienstverleningseisen voor alle netwerkdiensten behoren te worden geïdentificeerd, geïmplementeerd en gemonitord.";"AADConditionalAccessPolicy";"AADConditionalAccessPolicy-Require multifactor authentication for risky sign-ins";"CIS-5.2.2.6";"1";"0";"2024-07-01 11:52:24";"Het dataverkeer dat de organisatie binnenkomt of uitgaat wordt bewaakt / geanalyseerd op kwaadaardige elementen middels detectievoorzieningen (zoals beschreven in de richtlijn voor implementatie van detectieoplossingen), zoals het Nationaal Detectie Netwerk (alleen voor rijksoverheidsorganisaties) of GDI, die worden ingezet op basis van een risico-inschatting, mede aan de hand van de aard van de te beschermen gegevens en informatiesystemen."
"8.16";"Technologisch";"2";"Monitoren van activiteiten";"Netwerken, systemen en toepassingen behoren te worden gemonitord op afwijkend gedrag en er behoren passende maatregelen te worden genomen om potentiële informatiebeveiligingsincidenten te evalueren.";"AADConditionalAccessPolicy";"AADConditionalAccessPolicy-Require password change for high-risk users";"CIS-5.2.2.6";"1";"0";"2024-07-01 11:52:24";"De informatie verwerkende omgeving wordt gemonitord door een SIEM en/of SOC middels detectie-voorzieningen, zoals het Nationaal Detectie Netwerk (alleen voor rijksoverheidsorganisaties), die worden ingezet op basis van een risico-inschatting, mede aan de hand van en de aard van de te beschermen gegevens en informatiesystemen, zodat aanvallen kunnen worden gedetecteerd."
"8.21";"Technologisch";"1";"Beveiliging van netwerkdiensten";"Beveiligingsmechanismen, dienstverleningsniveaus en dienstverleningseisen voor alle netwerkdiensten behoren te worden geïdentificeerd, geïmplementeerd en gemonitord.";"AADConditionalAccessPolicy";"AADConditionalAccessPolicy-Require password change for high-risk users";"CIS-5.2.2.6";"1";"0";"2024-07-01 11:52:24";"Het dataverkeer dat de organisatie binnenkomt of uitgaat wordt bewaakt / geanalyseerd op kwaadaardige elementen middels detectievoorzieningen (zoals beschreven in de richtlijn voor implementatie van detectieoplossingen), zoals het Nationaal Detectie Netwerk (alleen voor rijksoverheidsorganisaties) of GDI, die worden ingezet op basis van een risico-inschatting, mede aan de hand van de aard van de te beschermen gegevens en informatiesystemen."
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Application Developer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Application Developer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Application Developer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Application Developer";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attack Payload Author";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Attack Payload Author";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Attack Payload Author";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Attack Payload Author";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attack Simulation Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Attack Simulation Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Attack Simulation Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Attack Simulation Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Attribute Assignment Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attribute Definition Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Attribute Definition Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Attribute Definition Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Attribute Definition Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Attribute Definition Reader";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
